trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.118492	0.00142
0.0092	-0.0108	-0.0534	0.00038571776469074686	0.0002652900463031381	-3.665191429188092e-05	0.75939018	55.94178772	0.72748287	0.10778298626428832	0.117062	0.00137
0.0096	0.0119	-0.0374	0.00032812189937493397	0.00010821041362364843	1.5707963267948964e-05	0.72212535	53.1966095	0.70955866	0.05245176877775663	0.1156	0.00144
-0.0063	-0.0427	-0.0173	0.0005044001538263612	7.330382858376184e-05	-5.4105206811824215e-05	0.77536291	57.11844635	0.73123015	0.10464990047855437	0.11437	0.00129
0.0006	-0.0069	-0.0612	0.0008290313946973065	4.537856055185256e-05	-0.00012042771838760874	0.74755728	55.07009888	0.72864154	0.10754395102393197	0.114835	0.00137
-0.0156	-0.0287	-0.0062	0.0004310963252425994	-1.5707963267948964e-05	-0.00017802358370342162	0.78268856	57.65810394	0.72839522	0.11883087292951608	0.112762	0.00115
0.0029	-0.0032	-0.0527	0.0009948376736367678	9.948376736367679e-05	-0.0001937315469713706	0.75132638	55.34775543	0.72927898	0.12523205211468716	0.113683	0.00119
-0.0027	-0.0142	-0.0171	0.0006213372137099814	1.5707963267948964e-05	-0.00011693705988362007	0.73699588	54.2920723	0.72339105	0.07890353755551324	0.112187	0.00115
-0.0036	-0.0281	-0.0253	0.0008063421144213803	0.00018151424220741024	-0.00020769418098732522	0.75059009	55.29351425	0.72269965	0.04507841503772826	0.111486	0.00131
-0.0024	-0.0031	-0.0276	0.0011187560505283654	0.00010995574287564276	-0.00012740903539558605	0.7552442	55.6363678	0.72041376	0.05171287905152459	0.112149	0.0012
-0.0055	-0.0272	-0.0041	0.0010314895879286487	0.0001361356816555577	-5.235987755982989e-05	0.81521344	60.05410385	0.71847744	0.06012477796076939	0.112986	0.00131
-0.0017	-0.0094	-0.0347	0.0012130038301360591	-0.0	-7.853981633974481e-05	0.76791453	56.56974792	0.72586422	0.06939149313214416	0.113427	0.00135
-0.004	-0.047	0.0035	0.0012688543661998775	0.0002670353755551324	-0.00011519173063162575	0.8087225	59.57593918	0.72080992	0.0960768912955416	0.110887	0.00118
0.0467	-0.0396	0.0604	0.008033750546929898	0.0011850785621041497	0.00047822021504644627	1.02165604	75.26205444	0.93035555	0.5288175656478553	0.113412	0.00205
0.1081	-0.1376	0.3096	0.016545721308906244	0.004342379178961892	0.0028571039855147177	1.20569503	88.81960297	1.09383456	1.1110077574651178	0.14406	0.00448
0.1326	0.4279	-0.0888	-0.015566591598537426	0.002590068609959585	0.007840018999958528	2.19507742	161.7041626	2.06330658	2.930776924544489	0.283439	0.03634
0.1395	0.3688	-0.0748	-0.010002481943179504	0.0036302848441482054	0.004602433237509047	1.30995893	96.50038147	1.34990681	0.5720955825998012	0.191131	0.00896
