trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0487447	0.00157
0.0051	0.0033	0.0508	-0.00015533430342749534	0.00011344640137963142	1.9198621771937625e-05	0.86558551	60.99790573	0.87660489	0.07359896632895321	0.0485334	0.00156
0.0209	-0.0125	0.0851	-0.0005148721293383271	0.00019024088846738194	0.00047123889803846896	0.86866796	61.21512604	0.88704594	0.11031862946325569	0.046398	0.00123
0.0533	0.0268	0.0352	0.00019024088846738194	0.0005166174585903216	0.0008866272600131194	0.88946038	62.68037033	0.90784243	0.19394389749516497	0.0487872	0.00151
0.044	-0.0103	0.026	0.0005532693728822024	0.0011013027580084218	0.0006859143960337716	0.87736887	61.82827759	0.89016678	0.11302133239061345	0.0488265	0.00157
0.0537	-0.0273	0.0862	0.0004415683007545654	0.0015550883635269475	0.000895353906273091	0.86222017	60.76074982	0.87587766	0.12564630939427412	0.0472142	0.00155
0.0251	-0.007	0.0152	0.0005759586531581287	0.0012793263417118436	0.0004310963252425994	0.86651152	61.06315994	0.88630844	0.16362049776245793	0.0497388	0.00173
0.0618	0.0022	0.004	0.0007155849933176752	0.0009896016858807848	0.0010210176124166828	0.84964764	59.87475967	0.87439057	0.10806361415823441	0.0485425	0.00162
0.1025	-0.0523	0.0525	3.4906585039886588e-06	0.0004747295565424576	0.0016249015336067207	0.85611427	60.33046341	0.88090426	0.23524251926710257	0.0439993	0.00092
0.1056	0.0165	-0.0515	0.0007993607974134029	1.2217304763960308e-05	0.0015550883635269475	0.86687368	61.08868408	0.88745899	0.24230977803838424	0.0476575	0.00121
0.1054	-0.0519	0.025	0.0003822271061867582	0.00013264502315156904	0.001541125729510993	0.86601758	61.02835083	0.88429149	0.1726762021815104	0.0432661	0.00071
0.0956	-0.0253	-0.0131	0.0004729842272904633	0.0003473205211468716	0.0014381513036433276	0.86447883	60.91991806	0.87830688	0.09492035224833363	0.0458806	0.00089
0.0744	-0.0019	-0.0123	0.0006510078109938849	0.00048171087355043494	0.0011484266478122688	0.87860817	61.91561127	0.88021204	0.07550692959690221	0.0474526	0.00115
0.0898	-0.0294	0.0075	0.0004014257279586958	0.0003316125578789226	0.0015428710587629874	0.86136758	60.70066833	0.88059122	0.102406240482871	0.0455687	0.00098
0.1065	0.015	-0.2424	0.00352731041828054	-0.0007243116395776468	0.002663372438543347	1.06386006	74.97032928	1.03814905	0.5761155133779385	0.0574332	0.00267
0.0766	-0.1768	-0.3819	0.00951728041112508	-0.00449073216538141	0.003490658503988659	1.16670132	82.21756744	1.11035825	0.8903838292046806	0.0636637	0.0037
0.1114	-0.109	-0.4047	0.00602662190713642	-0.0040229839258469294	0.0032864549815053226	0.97930473	69.01171112	0.97199032	0.33353051330032374	0.0590207	0.00253
0.0978	-0.1001	-0.5768	0.007571238295151402	-0.003600614246864302	0.0036198128686362394	0.93043834	65.56809235	0.9317105	0.30961719770642626	0.0682743	0.0047
0.1048	-0.101	-0.6794	0.007304202919596269	-0.0038781215979314006	0.004241150082346221	0.94508427	66.60018921	0.95469725	0.1687939970166107	0.0734911	0.00598
0.1144	-0.0565	-0.7379	0.006412339671827167	0.0003822271061867582	0.003378957431861022	1.05355275	74.24397278	1.04624745	0.41332023011862296	0.0817167	0.0085
0.1011	-0.1307	-0.2144	0.0028431413514987624	0.000778416846389471	0.0039706240482871	1.25448918	88.4039917	1.19334553	0.8388527338478596	0.0519816	0.00194
0.2454	-0.4158	-0.562	0.017961183332273645	0.003035127569218139	0.004401720373529699	1.46583319	103.29742432	1.40659504	1.6672924514423075	0.0889633	0.01725
0.1242	-0.2357	-0.5476	0.011835077657773549	0.0010733774899765126	0.0032794736644973454	1.28899074	90.83531952	1.26714582	0.7762051231387038	0.07774	0.01032
0.3011	-0.1696	-0.3208	0.005525712411814047	0.0006579891280018621	0.007560766319639435	1.13789511	80.18759155	1.12223127	1.020102313153812	0.0589028	0.00351
0.3254	-0.1254	-0.6019	0.006440264939859076	0.0006632251157578452	0.006597344572538566	1.25176585	88.21207428	1.21049611	0.44376051314509407	0.0762428	0.00868
0.2788	-0.2112	-0.7391	0.0087109382967037	-0.001595230936322817	0.006564183316750673	1.08246565	76.28147125	1.06184895	0.4977145332356589	0.0799125	0.00816
0.3313	-0.2274	-0.5215	0.006276203990171609	-0.0008988445647770796	0.006819001387541846	1.01308715	71.3923645	1.00296816	0.45559693744345	0.0673315	0.00433
0.4226	-0.26	-0.5316	0.007415903991723906	6.283185307179586e-05	0.008066911802717791	0.94900918	66.87677765	0.94653495	0.3014643417288559	0.0695931	0.00551
0.4364	-0.5004	-0.5407	0.01703615882871665	0.0032166418114255493	0.007094763409356949	1.28610194	90.63174438	1.19116958	0.9506106594353667	0.0881804	0.01497
0.5105	-0.5159	-0.3568	0.011850785621041499	0.0013945180723434693	0.007813839061178614	1.1775353	82.98104095	1.13890166	0.6598286299289449	0.0728384	0.00711
0.4168	-0.4404	-0.3316	0.006862634618841703	0.0006562437987498679	0.007700392659798981	1.05034304	74.01778412	1.01655412	0.48639358385865133	0.058957	0.00307
0.3532	-0.3917	-0.2706	0.0058974675424888386	0.0008761552845011534	0.00645771823237902	0.91638601	64.57781982	0.92351696	0.2946876494762056	0.0547112	0.00216
-0.1583	-0.3973	-0.0005	0.0024434609527920616	0.003113667385557884	-0.001322959573011702	1.42834902	100.65590668	1.32437199	1.4608098248072114	0.062609	0.00607
-0.1054	-0.4492	0.0272	0.0031747539093776853	0.0019111355309337906	0.0002199114857512855	1.16491807	82.09190369	1.11921817	0.30633479349863524	0.0514299	0.00262
0.0086	-0.3842	-0.0453	0.004801400772236401	0.0019582594207376374	0.0008482300164692441	1.0044862	70.78625488	0.99174493	0.366604464169026	0.0521479	0.00276
0.0769	-0.3595	0.2011	-0.0008936085770210966	0.0019879300180215415	0.0018901915799098587	1.11190557	78.35610962	1.06955277	0.6777320754991008	0.0411104	0.00081
0.1823	-0.3635	-0.1885	0.0016947147036864942	0.0008307767239493009	0.005047492196767601	1.22322059	86.20048523	1.1413515	0.8441388595818785	0.0466052	0.00105
0.1658	-0.3242	-0.331	0.0025394540616517493	0.0001605702911834783	0.0038048177693476384	1.05113351	74.07349396	1.01811201	0.33618101090755204	0.0527377	0.00173
0.2801	-0.373	-0.0608	-0.0010332349171806431	0.00030368728984701333	0.0027611108766550296	1.13836718	80.22085571	1.08835352	0.6712756435094268	0.0458652	0.00098
0.3241	-0.391	0.2749	-0.0036425021489121657	-0.0020525072003453313	0.004234168765338243	1.12168598	79.04533386	1.06051256	0.7196259805303541	0.0347872	0.00033
0.2563	-0.3493	0.1371	-0.0002478367537831948	-0.0022183134792847924	0.004249876728606192	1.00895023	71.10083008	0.98551301	0.4261089818668191	0.0350412	0.00028
0.1234	-0.3582	-0.0608	0.005881759579220891	-0.0013526301702956054	0.0028309240467348025	1.10282052	77.71588135	1.05898513	0.7604116161932332	0.0482391	0.00114
0.0927	-0.2769	-0.1977	0.003911282853719292	-0.0010506882097005862	0.0027611108766550296	0.97637612	68.80532837	0.94940773	0.3660115928088196	0.0482512	0.00104
0.1319	-0.2414	-0.3577	0.0009930923443847736	-0.0009197885158010115	0.002921681167838507	1.0313195	72.67720032	0.98726348	0.39518302472087846	0.0535458	0.00119
0.2045	-0.3182	0.0576	-0.0025918139392115793	-0.0008779006137531476	0.004263839362622147	1.17891669	83.0783844	1.10537567	0.8131476190213927	0.0328907	9e-05
0.2595	-0.0975	0.0434	-0.004874704600820162	-0.002143264321449037	0.004544837372193235	1.08288264	76.31085968	1.04891706	0.481362618943778	0.0381042	0.00023
0.3288	-0.1683	0.2366	-0.007773696488382744	-0.0016877333866785165	0.00495848040491589	1.05820024	74.57148743	1.03092392	0.521708292752788	0.0325396	0.00011
